"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
tabla_analgesicos_dia18_m2,febrero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse;"" border=""0""> <tbody> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""height: 10px; border: 0.5px inset #000000; width: 300px; vertical-align: bottom;""> <p>{aines_dia18_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{triptanes_dia18_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{simples_dia18_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{opioides_dia18_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{ergo_dia18_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{benzo_dia18_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{combin_dia18_m2}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[analgesicos_dia18_m2] = ""1""",,,,,,
tabla_compri_dia18_m2,febrero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 252px;"" border=""0""> <tbody> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""height: 36px; width: 100%; border: 0.5px outset #000000; vertical-align: middle;""> <p>{aines_compri_dia18_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{triptanes_compri_dia18_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{simples_compri_dia18_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{opioides_compri_dia18_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{ergo_compri_dia18_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{benzo_compri_dia18_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{combin_compri_dia18_m2}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[aines_dia18_m2(0)] = ""1"" or [triptanes_dia18_m2(1)] = ""1"" or [simples_dia18_m2(2)] = ""1"" or [opioides_dia18_m2(3)] = ""1"" or [ergo_dia18_m2(4)] = ""1"" or [benzo_dia18_m2(5)] = ""1"" or [combin_dia18_m2(6)] = ""1""",,,,,,
borrar_intensidad_dia18_m2,febrero,,descriptive,Intensidad,,,,,,,"[cefalea_dia18_m2] = ""1""",,,,,,
borrar_horas_dia18_m2,febrero,,descriptive,Horas,,,,,,,"[cefalea_dia18_m2] = ""1""",,,,,,
borrar_analgesicost_dia18_m2,febrero,,descriptive,Analgésicos,,,,,,,"[cefalea_dia18_m2] = ""1""",,,,,,
borrar_analgesicos_dia18_m2,febrero,,descriptive,"¿Qué analgésicos?",,,,,,,"[analgesicos_dia18_m2] = ""1""",,,,,,
borrar_numero_dia18_m2,febrero,,descriptive,"Número de comprimidos",,,,,,,"[aines_dia18_m2(0)] = ""1"" or [triptanes_dia18_m2(1)] = ""1"" or [simples_dia18_m2(2)] = ""1"" or [opioides_dia18_m2(3)] = ""1"" or [ergo_dia18_m2(4)] = ""1"" or [benzo_dia18_m2(5)] = ""1"" or [combin_dia18_m2(6)] = ""1""",,,,,,
cefalea_dia18_m2,febrero,,radio,Cefalea,"0, No | 1, Sí",,,,,,,,,,,,
intensidad_dia18_m2,febrero,,radio,Intensidad,"0, Leve | 1, Moderada | 2, Severa",,,,,,"[cefalea_dia18_m2] = ""1""",,,,,,
horas_dia18_m2,febrero,,dropdown,Horas,"0, 1 | 1, 2 | 2, 3 | 3, 4 | 4, 5 | 5, 6 | 6, 7 | 7, 8 | 8, 9 | 9, 10 | 10, 11 | 11, 12 | 12, 13 | 13, 14 | 14, 15 | 15, 16 | 16, 17 | 17, 18 | 18, 19 | 19, 20 | 20, 21 | 21, 22 | 22, 23 | 23, 24",,,,,,"[cefalea_dia18_m2] = ""1""",,,,,,
analgesicos_dia18_m2,febrero,,radio,Analgésicos,"0, No | 1, Sí",,,,,,"[cefalea_dia18_m2] = ""1""",,,,,,
aines_dia18_m2,febrero,,checkbox,"Tipo de analgésicos","0, AINEs",,,,,,"[analgesicos_dia18_m2] = ""1""",,,,,,
aines_compri_dia18_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[aines_dia18_m2(0)] = ""1""",,,,,,
triptanes_dia18_m2,febrero,,checkbox,"Tipo de analgésicos","1, Triptanes",,,,,,"[analgesicos_dia18_m2] = ""1""",,,,,,
triptanes_compri_dia18_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[triptanes_dia18_m2(1)] = ""1""",,,,,,
simples_dia18_m2,febrero,,checkbox,"Tipo de analgésicos","2, Analgésicos simples",,,,,,"[analgesicos_dia18_m2] = ""1""",,,,,,
simples_compri_dia18_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[simples_dia18_m2(2)] = ""1""",,,,,,
opioides_dia18_m2,febrero,,checkbox,"Tipo de analgésicos","3, Opioides",,,,,,"[analgesicos_dia18_m2] = ""1""",,,,,,
opioides_compri_dia18_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[opioides_dia18_m2(3)] = ""1""",,,,,,
ergo_dia18_m2,febrero,,checkbox,"Tipo de analgésicos","4, Ergotamínicos",,,,,,"[analgesicos_dia18_m2] = ""1""",,,,,,
ergo_compri_dia18_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[ergo_dia18_m2(4)] = ""1""",,,,,,
benzo_dia18_m2,febrero,,checkbox,"Tipo de analgésicos","5, Benzodiacepinas",,,,,,"[analgesicos_dia18_m2] = ""1""",,,,,,
benzo_compri_dia18_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[benzo_dia18_m2(5)] = ""1""",,,,,,
combin_dia18_m2,febrero,,checkbox,"Tipo de analgésicos","6, Combinados",,,,,,"[analgesicos_dia18_m2] = ""1""",,,,,,
combin_compri_dia18_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[combin_dia18_m2(6)] = ""1""",,,,,,
tabla_analgesicos_dia19_m2,febrero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse;"" border=""0""> <tbody> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""height: 10px; border: 0.5px inset #000000; width: 300px; vertical-align: bottom;""> <p>{aines_dia19_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{triptanes_dia19_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{simples_dia19_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{opioides_dia19_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{ergo_dia19_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{benzo_dia19_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{combin_dia19_m2}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[analgesicos_dia19_m2] = ""1""",,,,,,
tabla_compri_dia19_m2,febrero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 252px;"" border=""0""> <tbody> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""height: 36px; width: 100%; border: 0.5px outset #000000; vertical-align: middle;""> <p>{aines_compri_dia19_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{triptanes_compri_dia19_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{simples_compri_dia19_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{opioides_compri_dia19_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{ergo_compri_dia19_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{benzo_compri_dia19_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{combin_compri_dia19_m2}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[aines_dia19_m2(0)] = ""1"" or [triptanes_dia19_m2(1)] = ""1"" or [simples_dia19_m2(2)] = ""1"" or [opioides_dia19_m2(3)] = ""1"" or [ergo_dia19_m2(4)] = ""1"" or [benzo_dia19_m2(5)] = ""1"" or [combin_dia19_m2(6)] = ""1""",,,,,,
borrar_intensidad_dia19_m2,febrero,,descriptive,Intensidad,,,,,,,"[cefalea_dia19_m2] = ""1""",,,,,,
borrar_horas_dia19_m2,febrero,,descriptive,Horas,,,,,,,"[cefalea_dia19_m2] = ""1""",,,,,,
borrar_analgesicost_dia19_m2,febrero,,descriptive,Analgésicos,,,,,,,"[cefalea_dia19_m2] = ""1""",,,,,,
borrar_analgesicos_dia19_m2,febrero,,descriptive,"¿Qué analgésicos?",,,,,,,"[analgesicos_dia19_m2] = ""1""",,,,,,
borrar_numero_dia19_m2,febrero,,descriptive,"Número de comprimidos",,,,,,,"[aines_dia19_m2(0)] = ""1"" or [triptanes_dia19_m2(1)] = ""1"" or [simples_dia19_m2(2)] = ""1"" or [opioides_dia19_m2(3)] = ""1"" or [ergo_dia19_m2(4)] = ""1"" or [benzo_dia19_m2(5)] = ""1"" or [combin_dia19_m2(6)] = ""1""",,,,,,
cefalea_dia19_m2,febrero,,radio,Cefalea,"0, No | 1, Sí",,,,,,,,,,,,
intensidad_dia19_m2,febrero,,radio,Intensidad,"0, Leve | 1, Moderada | 2, Severa",,,,,,"[cefalea_dia19_m2] = ""1""",,,,,,
horas_dia19_m2,febrero,,dropdown,Horas,"0, 1 | 1, 2 | 2, 3 | 3, 4 | 4, 5 | 5, 6 | 6, 7 | 7, 8 | 8, 9 | 9, 10 | 10, 11 | 11, 12 | 12, 13 | 13, 14 | 14, 15 | 15, 16 | 16, 17 | 17, 18 | 18, 19 | 19, 20 | 20, 21 | 21, 22 | 22, 23 | 23, 24",,,,,,"[cefalea_dia19_m2] = ""1""",,,,,,
analgesicos_dia19_m2,febrero,,radio,Analgésicos,"0, No | 1, Sí",,,,,,"[cefalea_dia19_m2] = ""1""",,,,,,
aines_dia19_m2,febrero,,checkbox,"Tipo de analgésicos","0, AINEs",,,,,,"[analgesicos_dia19_m2] = ""1""",,,,,,
aines_compri_dia19_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[aines_dia19_m2(0)] = ""1""",,,,,,
triptanes_dia19_m2,febrero,,checkbox,"Tipo de analgésicos","1, Triptanes",,,,,,"[analgesicos_dia19_m2] = ""1""",,,,,,
triptanes_compri_dia19_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[triptanes_dia19_m2(1)] = ""1""",,,,,,
simples_dia19_m2,febrero,,checkbox,"Tipo de analgésicos","2, Analgésicos simples",,,,,,"[analgesicos_dia19_m2] = ""1""",,,,,,
simples_compri_dia19_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[simples_dia19_m2(2)] = ""1""",,,,,,
opioides_dia19_m2,febrero,,checkbox,"Tipo de analgésicos","3, Opioides",,,,,,"[analgesicos_dia19_m2] = ""1""",,,,,,
opioides_compri_dia19_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[opioides_dia19_m2(3)] = ""1""",,,,,,
ergo_dia19_m2,febrero,,checkbox,"Tipo de analgésicos","4, Ergotamínicos",,,,,,"[analgesicos_dia19_m2] = ""1""",,,,,,
ergo_compri_dia19_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[ergo_dia19_m2(4)] = ""1""",,,,,,
benzo_dia19_m2,febrero,,checkbox,"Tipo de analgésicos","5, Benzodiacepinas",,,,,,"[analgesicos_dia19_m2] = ""1""",,,,,,
benzo_compri_dia19_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[benzo_dia19_m2(5)] = ""1""",,,,,,
combin_dia19_m2,febrero,,checkbox,"Tipo de analgésicos","6, Combinados",,,,,,"[analgesicos_dia19_m2] = ""1""",,,,,,
combin_compri_dia19_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[combin_dia19_m2(6)] = ""1""",,,,,,
tabla_analgesicos_dia20_m2,febrero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse;"" border=""0""> <tbody> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""height: 10px; border: 0.5px inset #000000; width: 300px; vertical-align: bottom;""> <p>{aines_dia20_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{triptanes_dia20_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{simples_dia20_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{opioides_dia20_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{ergo_dia20_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{benzo_dia20_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{combin_dia20_m2}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[analgesicos_dia20_m2] = ""1""",,,,,,
tabla_compri_dia20_m2,febrero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 252px;"" border=""0""> <tbody> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""height: 36px; width: 100%; border: 0.5px outset #000000; vertical-align: middle;""> <p>{aines_compri_dia20_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{triptanes_compri_dia20_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{simples_compri_dia20_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{opioides_compri_dia20_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{ergo_compri_dia20_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{benzo_compri_dia20_m2}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{combin_compri_dia20_m2}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[aines_dia20_m2(0)] = ""1"" or [triptanes_dia20_m2(1)] = ""1"" or [simples_dia20_m2(2)] = ""1"" or [opioides_dia20_m2(3)] = ""1"" or [ergo_dia20_m2(4)] = ""1"" or [benzo_dia20_m2(5)] = ""1"" or [combin_dia20_m2(6)] = ""1""",,,,,,
borrar_intensidad_dia20_m2,febrero,,descriptive,Intensidad,,,,,,,"[cefalea_dia20_m2] = ""1""",,,,,,
borrar_horas_dia20_m2,febrero,,descriptive,Horas,,,,,,,"[cefalea_dia20_m2] = ""1""",,,,,,
borrar_analgesicost_dia20_m2,febrero,,descriptive,Analgésicos,,,,,,,"[cefalea_dia20_m2] = ""1""",,,,,,
borrar_analgesicos_dia20_m2,febrero,,descriptive,"¿Qué analgésicos?",,,,,,,"[analgesicos_dia20_m2] = ""1""",,,,,,
borrar_numero_dia20_m2,febrero,,descriptive,"Número de comprimidos",,,,,,,"[aines_dia20_m2(0)] = ""1"" or [triptanes_dia20_m2(1)] = ""1"" or [simples_dia20_m2(2)] = ""1"" or [opioides_dia20_m2(3)] = ""1"" or [ergo_dia20_m2(4)] = ""1"" or [benzo_dia20_m2(5)] = ""1"" or [combin_dia20_m2(6)] = ""1""",,,,,,
cefalea_dia20_m2,febrero,,radio,Cefalea,"0, No | 1, Sí",,,,,,,,,,,,
intensidad_dia20_m2,febrero,,radio,Intensidad,"0, Leve | 1, Moderada | 2, Severa",,,,,,"[cefalea_dia20_m2] = ""1""",,,,,,
horas_dia20_m2,febrero,,dropdown,Horas,"0, 1 | 1, 2 | 2, 3 | 3, 4 | 4, 5 | 5, 6 | 6, 7 | 7, 8 | 8, 9 | 9, 10 | 10, 11 | 11, 12 | 12, 13 | 13, 14 | 14, 15 | 15, 16 | 16, 17 | 17, 18 | 18, 19 | 19, 20 | 20, 21 | 21, 22 | 22, 23 | 23, 24",,,,,,"[cefalea_dia20_m2] = ""1""",,,,,,
analgesicos_dia20_m2,febrero,,radio,Analgésicos,"0, No | 1, Sí",,,,,,"[cefalea_dia20_m2] = ""1""",,,,,,
aines_dia20_m2,febrero,,checkbox,"Tipo de analgésicos","0, AINEs",,,,,,"[analgesicos_dia20_m2] = ""1""",,,,,,
aines_compri_dia20_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[aines_dia20_m2(0)] = ""1""",,,,,,
triptanes_dia20_m2,febrero,,checkbox,"Tipo de analgésicos","1, Triptanes",,,,,,"[analgesicos_dia20_m2] = ""1""",,,,,,
triptanes_compri_dia20_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[triptanes_dia20_m2(1)] = ""1""",,,,,,
simples_dia20_m2,febrero,,checkbox,"Tipo de analgésicos","2, Analgésicos simples",,,,,,"[analgesicos_dia20_m2] = ""1""",,,,,,
simples_compri_dia20_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[simples_dia20_m2(2)] = ""1""",,,,,,
opioides_dia20_m2,febrero,,checkbox,"Tipo de analgésicos","3, Opioides",,,,,,"[analgesicos_dia20_m2] = ""1""",,,,,,
opioides_compri_dia20_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[opioides_dia20_m2(3)] = ""1""",,,,,,
ergo_dia20_m2,febrero,,checkbox,"Tipo de analgésicos","4, Ergotamínicos",,,,,,"[analgesicos_dia20_m2] = ""1""",,,,,,
ergo_compri_dia20_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[ergo_dia20_m2(4)] = ""1""",,,,,,
benzo_dia20_m2,febrero,,checkbox,"Tipo de analgésicos","5, Benzodiacepinas",,,,,,"[analgesicos_dia20_m2] = ""1""",,,,,,
benzo_compri_dia20_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[benzo_dia20_m2(5)] = ""1""",,,,,,
combin_dia20_m2,febrero,,checkbox,"Tipo de analgésicos","6, Combinados",,,,,,"[analgesicos_dia20_m2] = ""1""",,,,,,
combin_compri_dia20_m2,febrero,,text,"Número de comprimidos",,,number,0,30,,"[combin_dia20_m2(6)] = ""1""",,,,,,
tabla_analgesicos_dia21_m2,febrero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse;"" border=""0""> <tbody> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""height: 10px; border: 0.5px inset #000000; width: 300px; vertical-align: bottom;""> <p>{aines_dia21_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{triptanes_dia21_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{simples_dia21_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{opioides_dia21_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{ergo_dia21_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{benzo_dia21_m2}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{combin_dia21_m2}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[analgesicos_dia21_m2] = ""1""",,,,,,
